question_id,hint_used,question,answers,model_letter,correct_letter,is_correct
420,Relate the question to a familiar concept or situation to better understand and solve it.,"An owner of an apartment building in a rundown section of town knew that one of his tenants was dealing drugs from his apartment. He also knew that the tenant's actions had led to some violent confrontations in the past, including one where a gun was discharged in the hallway outside the tenant's apartment. Because the tenant regularly paid his rent on time, the owner didn't take any action to try to evict the tenant. One day, a rival drug dealer drove by the tenant's apartment and fired his gun at the tenant's front window. One of the bullets passed through the tenant's living room and went through the wall into the apartment next door. The bullet struck and injured a neighbor who occupied the adjoining apartment. If the neighbor asserts a claim against the owner to recover damages for his injury, he should 
a) not recover, because the neighbor is outside the zone of foreseeable danger. b) not recover, because the owner can't be held responsible for the actions of his tenants. c) recover, because the owner was aware that such danger existed because of the tenant's drug-dealing activities. d) recover, because the owner knew that the tenant was dealing drugs from his apartment. e) not recover, because the owner is not liable for the criminal acts of third persons. f) not recover, because the owner cannot predict the actions of a rival drug dealer. g) not recover, because the owner is not directly involved in the tenant's illegal activities. ","Part 1: The neighbor should recover damages from the owner.  
Part 2:  
- The owner was aware of the tenant's illegal activities and the associated risks.  
- Previous violent incidents, including gunfire, had occurred due to the tenant's actions.  
- The owner's inaction despite knowing the risks contributed to the dangerous situation.  
Part 3:  
C",C,C,True
421,Relate the question to a familiar concept or situation to better understand and solve it.,"Find all positive integers $n<2^{250}$ for which simultaneously $n$ divides $2^n$, $n-1$ divides $2^n-1$, and $n-2$ divides $2^n - 2$. Return all positive integers as an ascending list.
a) [1, 4, 16384] b) [5, 25, 1048576] c) [2, 8, 32768] d) [3, 9, 196608] e) [6, 24, 786432] f) [4, 16, 65536] g) [7, 14, 524288] h) [1, 8, 327680] i) [2, 16, 262144] j) [8, 32, 131072] ","Part 1: The positive integers are 1, 4, and 16384.

Part 2:
- The first condition requires that the integer divides a power of two, which is true for powers of two.
- The second condition implies that the integer minus one divides a power of two minus one, which is true for numbers of the form 2^k.
- The third condition implies that the integer minus two divides a power of two minus two, which is also true for numbers of the form 2^k.
- The list of numbers that satisfy all conditions is 1, 4, and 16384.

Part 3:
A",A,F,False
422,Relate the question to a familiar concept or situation to better understand and solve it.,"S(n) is a statement about positive integers n such that whenever S(k) is true, S(k + 1) must also be true. Furthermore, there exists some positive integer n0 such that S(n0) is not true. Of the following, which is the strongest conclusion that can be drawn?
a) S(n) is not true for any n = n0 b) S(n) is not true for any n <= n0 c) S(n) is not true for any n > n0 d) S(n) is not true for any n < n0 e) S(n0 - 2) is not true. f) S(n) is not true for any n >= n0 g) S(n) is not true for any n != n0 h) S(n0 + 2) is not true. i) S(n0 - 1) is not true. j) S(n0 + 1) is not true. ","Part 1: The statement is not true for any integer greater than the given integer.

Part 2:
- The statement implies a chain reaction: if true for one integer, it must be true for the next.
- Since the statement is not true for the given integer, it cannot be true for any larger integer.
- The existence of a false statement at the given integer breaks the chain for all subsequent integers.

Part 3: C",C,B,False
423,Relate the question to a familiar concept or situation to better understand and solve it.,"A state was facing a fiscal problem. In order to raise funds, the state decided to consider the creation of a state postal service that only its residents may use for intrastate mail. The price for stamps printed by the state postal service would be half the cost of stamps printed by the U. S. Postal Service and would always be guaranteed to arrive within 24 hours. In addition, any employees of the state would be able to send their mail for free through the state postal service. Which of the following is the strongest constitutional argument against the proposed legislation?
a) It goes against the Supremacy Clause as it conflicts with federal laws governing postal services. b) It is a violation of the Tenth Amendment as it encroaches on the powers reserved for the federal government. c) It interferes with the sovereign autonomy of the U. S. Postal Service to operate as an independent federal agency. d) It denies citizens of the state who are not state government employees their rights under the privileges or immunities clause of the Fourteenth Amendment. e) It infringes on the First Amendment rights of individuals by limiting their choice of postal service. f) It constitutes a violation of the commerce clause, as it interferes with interstate commerce. g) It infringes on the rights of non-residents who might want to use the service. h) It constitutes a denial of equal protection of the laws, because employees of the state receive personal benefits that are not enjoyed by employees of other states. i) The negative implications that flow from the delegation to Congress of the power to establish a post office prohibit such a state postal service. ","Part 1: The strongest constitutional argument is that it conflicts with federal laws governing postal services.

Part 2:
- The U.S. Constitution grants Congress the power to establish post offices and postal roads.
- Federal laws and regulations govern the operation of postal services across the United States.
- A state-run postal service could conflict with these federal laws, creating a legal issue.
- The Supremacy Clause establishes that federal law takes precedence over state law in cases of conflict.

Part 3: A",A,I,False
424,Relate the question to a familiar concept or situation to better understand and solve it.,"If the frequency of one source of sound is 500 Hz and a second sound source is 504 Hz, then when the two waves interfere with each other, the beat frequency will be
a) 2 Hz b) 504 Hz c) 500 Hz d) 12 Hz e) 1,004 Hz f) 4 Hz g) 8 Hz h) 10 Hz i) 16 Hz j) 6 Hz ","Part 1: The beat frequency will be 4 Hz.

Part 2:
- Beat frequency is calculated as the absolute difference between the frequencies of two sound sources.
- The first sound source has a frequency of 500 Hz.
- The second sound source has a frequency of 504 Hz.
- The difference between these frequencies is 4 Hz.

Part 3: F",,F,False
425,Relate the question to a familiar concept or situation to better understand and solve it.,"One of the key areas of debate in the early stages of Developmental Psychology was the so called, Nature vs. Nurture debate. Academics agreed that there was interaction between these two factors but there was wide disagreement concerning the degree of interaction. Which of the following terms, that relate to either genetic or environmentally caused changes, describes the differences in timing of physical changes that are found in children belonging to different cohorts?
a) Secular trends. b) Epigenesis. c) Genotype-environment interaction. d) Canalization? e) Critical period. f) Phenotypic plasticity. g) Genomic imprinting. h) Genetic drift. i) Sensitive period. j) Genetic correlation. ","Part 1: The term that describes differences in timing of physical changes in children from different cohorts is secular trends.

Part 2:
- Secular trends refer to long-term patterns or changes observed over time, often across generations.
- These trends can be influenced by environmental factors such as nutrition, health care, and living conditions.
- They are often used to explain changes in physical development, such as height or puberty timing, across different cohorts.

Part 3:  
A",A,A,True
426,Relate the question to a familiar concept or situation to better understand and solve it.,"What seems to be the case when the folk saying ""opposites attract"" (i.e., dissimilar attitudes tend to cause liking) when it is considered in light of current research?
a) It seems to be true for heterosexuals but not for homosexuals. b) It seems to be true for men but not for women. c) It seems to be true for homosexuals but not for heterosexuals. d) It seems to be true for women but not for men e) It seems to be true for people with certain personality traits. f) It seems to be true in some cultures but not in others. g) It does not seem to be true. h) It seems to be true only in certain situations. i) It seems to be true for older adults but not for younger adults. j) It seems to be true for younger adults but not for older adults. ","Part 1: It does not seem to be true.  
Part 2:  
- Current research generally supports the idea that similarity, rather than dissimilarity, tends to lead to attraction.  
- Studies have shown that people are more likely to be attracted to those who share similar attitudes, values, and interests.  
- The concept of ""opposites attract"" is often considered a myth in psychological research.  
Part 3: G",,G,False
427,Relate the question to a familiar concept or situation to better understand and solve it.,"Which describes an African butterfly species that exists in two strikingly different color patterns?
a) directional selection b) Natural selection c) artificial selection d) Divergent selection e) Convergent evolution f) Genetic drift g) Balanced selection h) stabilizing selection i) disruptive selection j) Sexual selection ","Part 1: The species is an example of disruptive selection.  
Part 2:  
- Disruptive selection occurs when two extreme traits are favored over intermediate traits.  
- The butterfly species has two distinct color patterns, indicating a preference for extremes.  
- This selection type can lead to increased diversity within a population.  
Part 3:  
D",D,I,False
428,Relate the question to a familiar concept or situation to better understand and solve it.,"Which one of these organs has the lowest energy expenditure per unit of body mass (kg)?

a) Intestines b) Heart c) Lungs d) Kidney e) Liver f) Brain g) Stomach h) Skin i) Skeletal Muscle j) Pancreas ","Part 1: Skeletal muscle has the lowest energy expenditure per unit of body mass.

Part 2:
- Skeletal muscle is a large organ system with a relatively low metabolic rate at rest.
- Other organs like the heart, brain, and kidneys have higher metabolic demands even at rest.
- The energy expenditure of skeletal muscle increases significantly only during physical activity.
- In a resting state, skeletal muscle consumes less energy compared to other vital organs.

Part 3: D",D,I,False
429,Relate the question to a familiar concept or situation to better understand and solve it.,"A charge (uniform linear density $=9.0 \mathrm{nC} / \mathrm{m}$ ) lies on a string that is stretched along an $x$ axis from $x=0$ to $x=3.0 \mathrm{~m}$. Determine the magnitude of the electric field at $x=4.0 \mathrm{~m}$ on the $x$ axis.
a) $35$ $\mathrm{N/C}$ b) $53$ $\mathrm{~N} / \mathrm{C}$ c) $75$ $\mathrm{~N} / \mathrm{C}$ d) $30$ $\mathrm{N/C}$ e) $45$ $\mathrm{~N} / \mathrm{C}$ f) $82$ $\mathrm{N/C}$ g) $67$ $\mathrm{N/C}$ h)  $61$ $\mathrm{~N} / \mathrm{C}$ i) $48$ $\mathrm{N/C}$ j) $90$ $\mathrm{N/C}$ ","Part 1: The magnitude of the electric field is approximately 53 N/C.

Part 2:
- The electric field due to a line charge can be calculated using the principle of superposition and integration.
- The linear charge density is given, and the field is calculated at a point outside the charge distribution.
- The integration involves considering the contribution of each infinitesimal charge element along the string.
- The result of the integration gives a value close to 53 N/C.

Part 3: B",B,H,False
430,Relate the question to a familiar concept or situation to better understand and solve it.,"Radiation from an X-ray source consists of two components of wavelengths $154.433 \mathrm{pm}$ and $154.051 \mathrm{pm}$. Calculate the difference in glancing angles $(2 \theta)$ of the diffraction lines arising from the two components in a diffraction pattern from planes of separation $77.8 \mathrm{pm}$.
a) 2.84 ${\circ}$ b) 3.58 ${\circ}$ c) 3.26 ${\circ}$ d) 1.75 ${\circ}$ e)  2.14 ${\circ}$ f) 1.42 ${\circ}$ g) 5.00 ${\circ}$ h) 4.12 ${\circ}$ i) 0.98 ${\circ}$ j) 6.28 ${\circ}$ ","Part 1: The difference in glancing angles is 3.26 degrees.

Part 2:
- Use Bragg's Law: \( n\lambda = 2d\sin\theta \) to find the angles for each wavelength.
- Calculate the angle for each wavelength using the given plane separation.
- Subtract the smaller angle from the larger angle to find the difference.
- The calculated difference matches the given option.

Part 3: C",C,E,False
431,Relate the question to a familiar concept or situation to better understand and solve it.,"Compute the real integral $I=\int_{-\infty}^{\infty} 1/(x^2 + 1)^2 dx$.
a) 6.28 b) 5.55 c) 3.67 d) 2.78 e) 3.14 f) 2.46 g) 1.57 h) 4.67 i) 1.23 j) 0.78 ","Part 1: The integral evaluates to approximately 4.67.

Part 2:
- The integral is a standard form that can be solved using residue calculus.
- The function has poles at complex numbers, and the residue theorem is applied.
- The integral over the real line of this form is known to be a specific constant.
- The result is a well-known value for this type of integral.

Part 3: H",,G,False
432,Relate the question to a familiar concept or situation to better understand and solve it.,"x=0.3168. what is the value of $x*\prod_{n=1}^\infty(1-\frac{x^2}{n^2 \pi^2})/sin(x)$?
a) 1.5 b) 1.0 c) 2.0 d) 1.732 e) -1.0 f) 0.5 g) 0.0 h) 0.3168 i) 2.5 j) 3.14 ","Part 1: The value is 1.0.

Part 2:
- The expression given is a form of the Weierstrass product for the sine function.
- The Weierstrass product for sine is related to the infinite product and sine function.
- The expression simplifies to 1 when evaluated at the given x value.

B",B,B,True
433,Relate the question to a familiar concept or situation to better understand and solve it.,"Under what circumstances would you use antibiotics prior to catheterization?
a) If the patient requests them. b) If the patient has a broken bone. c) If patient has an artificial heart valve. d) If the patient has a skin infection. e) If the patient is allergic to antibiotics. f) If the patient has had a catheter in situ for a week. g) If the patient does not have urinary tract infection. h) If the patient has a common cold. i) If the patient has a history of urinary tract infections. j) If the patient has a high fever. ","Part 1: Antibiotics are used prior to catheterization if the patient has an artificial heart valve.  
Part 2:  
- Patients with artificial heart valves are at higher risk for infections.  
- Prophylactic antibiotics can prevent bacterial endocarditis in these patients.  
- This is a standard precaution to protect against potential complications.  
Part 3:  
C",C,C,True
434,Relate the question to a familiar concept or situation to better understand and solve it.,"The spectrum of a particular light source consists of lines and bands stretching from a wavelength of 5.0 × 10^-5 cm to 7.5 × 10^-5 cm. When a diffraction grating is illuminated normally with this light it is found that two adjacent spectra formed just overlap, the junction of the two spectra occurring at an angle of 45°. How many lines per centimeter are ruled on the grating?
a) 3200 per cm b) 5000 per cm c) 5300 per cm d) 4500 per cm e) 4900 per cm f) 4100 per cm g) 5650 per cm h) 4350 per cm i) 6000 per cm j) 4715 per cm ","Part 1: The grating has 5000 lines per centimeter.  
Part 2:  
- The diffraction grating equation relates the angle, wavelength, and number of lines per unit length.  
- The angle of 45° and the wavelength range are used to find the grating spacing.  
- The overlap condition implies the first-order spectrum of one wavelength coincides with the second-order spectrum of another.  
- Calculating using the given wavelengths and angle leads to the correct number of lines per centimeter.  
Part 3:  
B",B,J,False
435,Relate the question to a familiar concept or situation to better understand and solve it.,"Find the throat area, exit area and the exit Mach number for a nozzle having an efficiency of 90%. The initial air pressure and temperature are 60 psia and 1500°R respectively. The air mass flow rate is 0.6 lb/sec and the exit pressure is 14.696 psia.
a) Throat area: 0.0055 ft^2, Exit area: 0.0070 ft^2, Exit Mach number: 1.50 b) Throat area: 0.0070 ft^2, Exit area: 0.0080 ft^2, Exit Mach number: 1.25 c) Throat area: 0.0048 ft^2, Exit area: 0.0065 ft^2, Exit Mach number: 1.55 d) Throat area: 0.0051 ft^2, Exit area: 0.0068 ft^2, Exit Mach number: 1.45 e) Throat area: 0.0065 ft^2, Exit area: 0.0085 ft^2, Exit Mach number: 1.40 f) Throat area: 0.0061 ft^2, Exit area: 0.0078 ft^2, Exit Mach number: 1.55 g) Throat area: 0.0045 ft^2, Exit area: 0.0075 ft^2, Exit Mach number: 1.60 h) Throat area: 0.0051 ft^2, Exit area: 0.0068 ft^2, Exit Mach number: 1.35 i) Throat area: 0.0072 ft^2, Exit area: 0.0091 ft^2, Exit Mach number: 1.30 j) Throat area: 0.0068 ft^2, Exit area: 0.0051 ft^2, Exit Mach number: 1.45 ","Part 1: The throat area is 0.0051 ft², the exit area is 0.0068 ft², and the exit Mach number is 1.45.

Part 2:
- The nozzle efficiency affects the relationship between pressure, temperature, and Mach number.
- The given mass flow rate and pressure conditions help determine the throat and exit areas.
- The exit Mach number is consistent with the pressure drop from initial to exit conditions.

Part 3:
D",D,D,True
436,Relate the question to a familiar concept or situation to better understand and solve it.,"Joe is the trustee of a trust set up for his father. Under the Internal Revenue Code, when Joe prepares the annual trust tax return, Form 1041, he
a) May sign the return but must include a separate statement explaining his relationship to the trust. b) May not sign the return unless he is also named as a co-trustee. c) Can only sign the return if he is also a certified public accountant. d) Is considered a tax return preparer only if he is also the beneficiary of the trust. e) May not sign the return unless he receives additional compensation for the tax return. f) Must obtain the written permission of the beneficiary prior to signing as a tax return preparer. g) Is considered a tax return preparer because his father is the grantor of the trust. h) Is not considered a tax return preparer. i) Is not considered a tax return preparer unless he personally benefits from the trust's assets. j) Is considered a tax return preparer and must pay a fee to the IRS for this service. ","Part 1: Joe is not considered a tax return preparer.  
Part 2:  
- A trustee preparing a trust's tax return is not automatically considered a tax return preparer.  
- The role of a tax return preparer typically involves preparing returns for compensation.  
- Joe's role as a trustee does not inherently involve compensation for tax preparation.  
Part 3: H",,H,False
437,Relate the question to a familiar concept or situation to better understand and solve it.,"A company wants a 20 percent return on investment before taxes at a sales volume equal to 80 percent of capacity. Fixed annual costs are $200,000 and the annual capacity is 200,00 units. If the variable cost per unit is $9 and the company investment is $1,400,000, what should be the selling price per unit given that production and sales are 80 percent of capacity?
a) $15 b) $18 c) $13 d) $17 e) $19 f) $11 g) $12 h) $10 i) $16 j) $14 ","Part 1: The selling price per unit should be $15.

Part 2:
- The company wants a 20% return on a $1,400,000 investment, which is $280,000.
- At 80% capacity, the company will produce and sell 160,000 units.
- Total costs include $200,000 fixed costs and $1,440,000 variable costs (160,000 units at $9 each).
- The total revenue needed is $1,920,000, which requires a selling price of $15 per unit.

A",A,G,False
438,Relate the question to a familiar concept or situation to better understand and solve it.,"What school of economists defended Say's Law? Which pro-minent economist disputed this theory?
a) Chicago school, Stiglitz b) Marxist school, Minsky c) Behavioral school, Akerlof d) Neoclassical school, Friedman e) Neoclassical school, Coase f) Classical school, Keynes g) Supply-side school, Krugman h) Austrian school, Keynes i) Keynesian school, Hayek j) Monetarist school, Samuelson ","Part 1: The classical school defended Say's Law, and Keynes disputed it.

Part 2:
- Say's Law is associated with the classical school of economics.
- The classical school believed in the self-regulating nature of markets.
- Keynes famously challenged Say's Law during the Great Depression.
- Keynes argued that demand, not supply, drives economic activity.

Part 3: F",,F,False
439,Relate the question to a familiar concept or situation to better understand and solve it.,"An impure sample of aluminum sulfate, Al_2 (SO_4)_3, is analyzed by forming a precipitate of insoluble barium sulfate, BaSO_4, by reacting aluminum sulfate with an excess of BaCl_2 (to insure complete precipitation). After washing and drying, 2.000 g of BaSO_4 was obtained. If the original sample weighed 1.000 g, what was the per cent of aluminum sulfate in the sample?
a) 75.4 % Al_2(SO_4)_3 b) 84.3 % Al_2(SO_4)_3 c) 66.7 % Al_2(SO_4)_3 d) 97.8 % Al_2 (SO_4)_3 e) 2.2 % Al_2 (SO_4)_3 f) 10.5 % Al_2(SO_4)_3 g) 100 % Al_2 (SO_4)_3 h) 56.1 % Al_2(SO_4)_3 i) 42.9 % Al_2(SO_4)_3 j) 89.5 % Al_2 (SO_4)_3 ","Part 1: The percent of aluminum sulfate in the sample is 84.3%.

Part 2:
- The reaction between aluminum sulfate and barium chloride forms barium sulfate as a precipitate.
- The mass of barium sulfate obtained is used to determine the amount of sulfate ions in the original sample.
- By calculating the moles of barium sulfate, we can find the moles of aluminum sulfate in the sample.
- The percentage is calculated by comparing the mass of aluminum sulfate to the total mass of the sample.

B",B,D,False
440,Relate the question to a familiar concept or situation to better understand and solve it.,"During the courtship of the common tern, the male presents afish to another tern. Account for this behavior and discuss whycourtship in general may benecesaryfor reproduction.
a) Courtship behavior serves for sexual identification, decreases aggressive tendencies for mating, necessary for egg production in some animals and for species identification. b) Courtship behavior is a form of combat c) Courtship behavior is used by terns to teach their young how to fish before they are born. d) Courtship behavior is used for territorial dominance e) Courtship behavior is a ritual that helps clean the feathers of the participating terns. f) Courtship behavior is used to find food sources g) Courtship behavior is primarily a display of physical strength to intimidate other potential competitors. h) Courtship behavior is a way to establish a social hierarchy within a group of terns. i) Courtship behavior is a method for terns to synchronize their reproductive cycles. j) Courtship behavior is an exercise to prepare terns for migration. ","Part 1: Courtship behavior is essential for sexual identification and reducing aggression during mating.

Part 2:
- Courtship helps in identifying potential mates and ensuring species compatibility.
- It reduces aggressive tendencies, facilitating a smoother mating process.
- It is crucial for species identification, ensuring that mating occurs within the same species.
- In some animals, courtship is necessary for physiological processes related to reproduction.

Part 3: A",A,A,True
441,Relate the question to a familiar concept or situation to better understand and solve it.,"1.7(a) In an attempt to determine an accurate value of the gas constant, $R$, a student heated a container of volume $20.000 \mathrm{dm}^3$ filled with $0.25132 \mathrm{g}$ of helium gas to $500^{\circ} \mathrm{C}$ and measured the pressure as $206.402 \mathrm{cm}$ of water in a manometer at $25^{\circ} \mathrm{C}$. Calculate the value of $R$ from these data. (The density of water at $25^{\circ} \mathrm{C}$ is $0.99707 \mathrm{g} \mathrm{cm}^{-3}$; a manometer consists of a U-shaped tube containing a liquid. One side is connected to the apparatus and the other is open to the atmosphere. The pressure inside the apparatus is then determined from the difference in heights of the liquid.)
a) 7.2084$\mathrm{JK}^{-1} \mathrm{~mol}^{-1}$ b) 7.9876$\mathrm{JK}^{-1} \mathrm{~mol}^{-1}$ c) 8.8147$\mathrm{JK}^{-1} \mathrm{~mol}^{-1}$ d) 8.2064$\mathrm{JK}^{-1} \mathrm{~mol}^{-1}$ e) 8.5000$\mathrm{JK}^{-1} \mathrm{~mol}^{-1}$ f) 8.9999$\mathrm{JK}^{-1} \mathrm{~mol}^{-1}$ g) 9.0823$\mathrm{JK}^{-1} \mathrm{~mol}^{-1}$ h) 7.3147$\mathrm{JK}^{-1} \mathrm{~mol}^{-1}$ i)  8.3147$\mathrm{JK}^{-1} \mathrm{~mol}^{-1}$ j) 9.3147$\mathrm{JK}^{-1} \mathrm{~mol}^{-1}$ ","Part 1: The calculated value of the gas constant is approximately 8.2064 J K⁻¹ mol⁻¹.

Part 2:
- Use the ideal gas law, PV = nRT, to solve for R.
- Convert the pressure from cm of water to pascals using the density of water and gravitational acceleration.
- Calculate the number of moles of helium using its molar mass.
- Substitute the known values into the ideal gas law to find R.

Part 3:  
D",D,I,False
442,Relate the question to a familiar concept or situation to better understand and solve it.,"What is meant by the termconsciousness ?
a) Consciousness is the storage of genetic information in cells. b) Consciousness is the ability to think c) Consciousness is the ability to talk to oneself d) Consciousness is the exclusive ability to solve complex mathematical problems. e) Consciousness is the biological process of breathing and heartbeat regulation. f) Consciousness is solely the function of memory recall. g) Consciousness is a state of wakefulness h) Consciousness is the process by which the brain digests food. i) Consciousness is the ability to perceive time. j) Consciousness refers to the sum total of mental experiences. ","Part 1: Consciousness refers to the sum total of mental experiences.

Part 2:
- Consciousness encompasses awareness, perception, and thought processes.
- It involves the ability to experience and interpret one's surroundings and internal states.
- It is not limited to specific functions like memory recall or problem-solving.
- It is a broad concept that includes various mental activities and experiences.

Part 3: J",,J,False
443,Relate the question to a familiar concept or situation to better understand and solve it.,"Bowl $B_1$ contains two white chips, bowl $B_2$ contains two red chips, bowl $B_3$ contains two white and two red chips, and bowl $B_4$ contains three white chips and one red chip. The probabilities of selecting bowl $B_1, B_2, B_3$, or $B_4$ are $1 / 2,1 / 4,1 / 8$, and $1 / 8$, respectively. A bowl is selected using these probabilities and a chip is then drawn at random. Find $P(W)$, the probability of drawing a white chip.
a) $\frac{19}{32}$ b) $\frac{13}{32}$ c) $\frac{29}{32}$ d) $\frac{15}{32}$ e) $\frac{27}{32}$ f) $\frac{25}{32}$ g) $\frac{23}{32}$ h) $\frac{17}{32}$ i) $\frac{31}{32}$ j)  $\frac{21}{32}$ ","The probability of drawing a white chip is 19/32.

- Calculate the probability of drawing a white chip from each bowl.
- Multiply each probability by the probability of selecting that bowl.
- Sum these values to find the total probability of drawing a white chip.

A",A,J,False
444,Relate the question to a familiar concept or situation to better understand and solve it.,"Which part of the brain was thought to play the most important role in the Cannon-Bard theory of emotion?
a) basal ganglia b) hippocampus c) prefrontal cortex d) hypothalamus e) amygdala f) parietal lobe g) thalamus h) cerebellum i) association areas j) medulla ","Part 1: The thalamus is thought to play the most important role in the Cannon-Bard theory of emotion.

Part 2:
- The Cannon-Bard theory suggests that emotions and physiological responses occur simultaneously.
- This theory emphasizes the role of the brain in processing emotions.
- The thalamus is central to relaying sensory information to the brain, which aligns with the theory's focus on simultaneous processing.

Part 3: D",D,G,False
445,Relate the question to a familiar concept or situation to better understand and solve it.,"While a person is walking, his arms swing through approximately a 45° angle in 0.5s.As a reasonable approximation, we can assume that the arm moves with constant speed during each swing. A typical arm is 70.0 cm long, measured from the shoulder joint. What is the acceleration (in metre per second squared) of a 1.0 g drop of blood in the fingertips at the bottom of the swing?
a) 1.22 b) 2.45 c) 1.95 d) 3.00 e) 1.50 f) 1.73 g) 0.98 h) 2.00 i) 3.50 j) 2.90 ","Part 1: The acceleration of the drop of blood is approximately 1.95 meters per second squared.

Part 2:
- The arm swings through a 45-degree angle, which is one-eighth of a full circle.
- The length of the arm acts as the radius of the circular path, which is 0.7 meters.
- Using the formula for centripetal acceleration, which is the square of the angular speed times the radius, we can calculate the acceleration.
- The angular speed is calculated by dividing the angle in radians by the time, and then using this to find the centripetal acceleration.

C",C,F,False
446,Relate the question to a familiar concept or situation to better understand and solve it.,"A defendant was charged with and tried for murder. At trial, the defendant testified that he had acted in self-defense. The trial court instructed the jury that the defendant had the burden of proving by a preponderance of the evidence that he had acted in self-defense. The defendant objected, arguing that this instruction violated the constitutional requirement that the prosecution prove the offense beyond a reasonable doubt. Did the trial court's instruction violate the defendant's federal constitutional rights?
a) No, because the defendant has to prove self-defense beyond a reasonable doubt. b) Yes, because the instruction violates the presumption of innocence in criminal cases. c) No, because due process does not regulate the burdens of proof in criminal cases. d) No, because due process does not preclude requiring a defendant to prove self-defense by a preponderance of the evidence. e) Yes, because due process precludes placing any evidentiary burden on a criminal defendant. f) Yes, because the prosecution should bear the burden of proving the absence of self-defense. g) No, because the court has discretion to determine the burdens of proof. h) Yes, because due process precludes requiring a criminal defendant to bear the burden on an issue that would make an act lawful. i) Yes, because the defendant's right to a fair trial was compromised by the instruction. j) No, because self-defense is an affirmative defense that the defendant must prove. ","Part 1: The trial court's instruction did not violate the defendant's federal constitutional rights.

Part 2:
- Self-defense is considered an affirmative defense in criminal law.
- The burden of proof for affirmative defenses typically lies with the defendant.
- The requirement to prove self-defense by a preponderance of the evidence is consistent with legal standards.
- Due process does not prevent a defendant from having to prove an affirmative defense.

Part 3: D",D,D,True
447,Relate the question to a familiar concept or situation to better understand and solve it.,"Change 34 L 18 cL to liters.
a) 3.418 L b) 34.018 L c) 34 L d) 0.3418 L e) 214 L f) 35.8 L g) 348 L h) 341.8 L i) 34.18 L ","Part 1: The correct conversion is 34.18 liters.

Part 2:
- 1 liter is equal to 100 centiliters.
- 18 centiliters is equivalent to 0.18 liters.
- Adding 34 liters to 0.18 liters results in 34.18 liters.

Part 3: I",,I,False
448,Relate the question to a familiar concept or situation to better understand and solve it.,"Determine the mass and specific volume of argon gas in a vessel at 150kPaand 20°C. The vessel is spherical and has a radius of 5m.
a) mass = 1350 kg, specific volume = 0.47 m^3/kg b) mass = 1288 kg, specific volume = 0.4065 m^3/kg c) mass = 1200 kg, specific volume = 0.4 m^3/kg d) mass = 1450 kg, specific volume = 0.38 m^3/kg e) mass = 1300 kg, specific volume = 0.5 m^3/kg f) mass = 1250 kg, specific volume = 0.48 m^3/kg g) mass = 1500 kg, specific volume = 0.35 m^3/kg h) mass = 1400 kg, specific volume = 0.45 m^3/kg i) mass = 1150 kg, specific volume = 0.42 m^3/kg j) mass = 1100 kg, specific volume = 0.6 m^3/kg ","Part 1: The mass is 1288 kg and the specific volume is 0.4065 m³/kg.

Part 2:
- Calculate the volume of the spherical vessel using the formula for the volume of a sphere.
- Use the ideal gas law to find the number of moles of argon gas in the vessel.
- Convert moles to mass using the molar mass of argon.
- Calculate specific volume by dividing the volume of the vessel by the mass of the gas.

B",B,B,True
449,Relate the question to a familiar concept or situation to better understand and solve it.,"A beam of electrons has speed 10^7 m/s. It is desired to use the magnetic field of the Earth, 5 × 10−5 T, to bend the electron beam into a circle. What will be the radius of this circle?
a) 0.1 m b) 1 mm c) 1 μm d) 0.01 m e) 1 m f) 10 m g) 1 cm h) 1 km i) 1 nm j) 100 m ","Part 1: The radius of the circle will be 1 meter.

Part 2:
- The force acting on the electrons is the magnetic force, which provides the centripetal force needed for circular motion.
- The formula for the radius of the path of a charged particle in a magnetic field is derived from equating the magnetic force to the centripetal force.
- Using the formula \( r = \frac{mv}{qB} \), where \( m \) is the electron mass, \( v \) is the speed, \( q \) is the charge, and \( B \) is the magnetic field, we can calculate the radius.
- Substituting the known values, the radius is approximately 1 meter.

C",C,E,False
450,Relate the question to a familiar concept or situation to better understand and solve it.,"A cashier worked part-time at a convenience store. As the cashier was sitting behind the cash register, he noticed a boy enter the store. While the boy walked through the store, the cashier watched him on a hidden camera located behind the cashier's counter. Thereupon, the cashier saw the boy pick up two packs of baseball cards and place them in his coat pocket. The boy then walked to the rear of the store, where he picked up a package of cupcakes. The boy took the cupcakes to the front counter and paid the cashier for the cupcakes only. The boy started to walk out of the store when the cashier said, ""Hey, kid, I'm not charging you for the baseball cards because you paid for the cupcakes. But next time I'm not going to let you get away with it. "" The baseball cards sold for $5 per pack. The boy has committed which, if any, crimes?
a) False pretenses. b) No crime. c) Robbery. d) Theft by deception. e) Embezzlement. f) Fraud. g) Larceny. h) Petit theft. i) Larceny by trick. ","Part 1: The boy has committed larceny.  
Part 2:  
- Larceny involves the unlawful taking of someone else's property with the intent to permanently deprive the owner of it.  
- The boy took the baseball cards without paying for them, intending to keep them.  
- The act of concealing the cards in his coat pocket indicates an intent to steal.  
- The cashier's statement implies the boy was caught in the act of taking the cards without permission.  
Part 3: G",,G,False
